id,submission,sourceCode,author,memory,time,sent,countline,problems_id,verdicts_id,languages_id,isduplicated
18240,25578741,"'''input
2
0 1
'''
n = int(input())
a = list(map(int, input().split()))
x, c = 0, 0
while x <= max(a):
	for y in range(n):
		if x >= a[y] and a[y] != -1:
			# print(x,a,a[y])
			x += 1
			a[y] = -1	
	a = a[::-1]
	c += 1
print(c-1)",531,4524,171,2017-03-17 19:54:55,16,13,2,8,0
18241,25578936,"'''input
3
0 2 0
'''
n = int(input())
a = list(map(int, input().split()))
x, c = 0, 0
while set(a) != {-1}:
	for y in range(n):
		if x >= a[y] and a[y] != -1:
			x += 1
			a[y] = -1	
	a = a[::-1]
	c += 1
print(c-1)",531,4544,249,2017-03-17 20:01:33,15,13,1,8,0
18397,26220988,"n = input()
dt = {}
for k in range(n*n):
    i, j = map(int, raw_input().split())
    if i not in dt and j not in dt:
        print k+1,
        dt[i] = 1
        dt[j] = 1",908,4564,62,2017-04-08 17:18:14,15,12,2,13,0
18398,26221019,"n = input()
dx = {}
dy = {}
for k in range(n*n):
    i, j = map(int, raw_input().split())
    if i not in dx and j not in dy:
        print k+1,
        dx[i] = 1
        dy[j] = 1",908,4584,61,2017-04-08 17:19:58,17,12,1,13,0
18490,26528444,"# Description of the problem can be found at http://codeforces.com/problemset/problem/583/B

n = int(input())
l_n = list(map(int, input().split()))
s_s = set()

r = 1
c = 0
i = 0
t = -1
while len(s_s) != n:
    if c not in s_s and i >= l_n[c]:
        i += 1
        s_s.add(c)
        
        if len(s_s) == n:
            break
    
    if c == 0:
        r = 1
        t += 1
    if c == n - 1:
        r = -1
        t += 1
        
    c += r

c = n - 1
t_t = -1
i = 0
s_s.clear()
while len(s_s) != n:
    if c not in s_s and i >= l_n[c]:
        i += 1
        s_s.add(c)
        
        if len(s_s) == n:
            break
    
    if c == 0:
        r = 1
        t_t += 1
    if c == n - 1:
        r = -1
        t_t += 1
        
    c += r

if n == 1:
    print(0)
else:
    print(min(t, t_t))",541,5412,764,2017-04-21 03:55:16,103,13,2,8,0
18491,26528445,"# Description of the problem can be found at http://codeforces.com/problemset/problem/583/B

n = int(input())
l_n = list(map(int, input().split()))
s_s = set()

r = 1
c = 0
i = 0
t = -1
while len(s_s) != n:
    if c not in s_s and i >= l_n[c]:
        i += 1
        s_s.add(c)
        
        if len(s_s) == n:
            break
    
    if c == 0:
        r = 1
        t += 1
    if c == n - 1:
        r = -1
        t += 1
        
    c += r

if n == 1:
    print(0)
else:
    print(t)",541,5432,717,2017-04-21 03:55:44,61,13,1,8,0
18710,27214420,"n = int(input())
A = []
for i in range(0,n**2):
    a,b = input().split()
    if a == b:
        A.append(i+1)
s = ''
for j in range(0,n):
    s =s+str(A[j])+' '
print(s)",1213,0,62,2017-05-19 15:37:43,10,12,2,8,0
18721,27264077,"if __name__ == '__main__':
    n = int(input())
    line = map(str, input().split())
    table = dict()
    max_num = 0
    for it in line:
        if it in table.keys():
            max_num = max(max_num, len(table.items()))
            table.pop(it)
        else:
            table.setdefault(it)
    print(max_num)",1287,0,46,2017-05-21 12:53:54,23,13,2,8,0
18724,27279452,"if __name__ == '__main__':
    n = int(input())
    line = list(map(int, input().split()))
    num, res, flag = 0, 0, True
    while num < n:
        res += 1
        if flag:
            flag = False
            for i in range(n):
                if 0 <= line[i] <= num:
                    num += 1
                    line[i] = -1
        else:
            flag = True
            for i in range(n - 1, -1, -1):
                if 0 <= line[i] <= num:
                    num += 1
                    line[i] = -1
    print(res - 1)",1287,20,218,2017-05-22 11:17:24,37,13,1,8,0
18729,27293170,"n = int(input())
A = []
for i in range(0,n**2):
    a,b = input().split()
    A.append([int(a),int(b)])
B = []
C = []
for l in range(0,n):
    B.append(0)
    C.append(0)
D = []
for k in range(0,n**2):
    if B[A[k][0]-1] == 0 and C[A[k][1]-1] == 0:
        D.append(k)
        B[A[k][0]-1] = 1
        C[A[k][1]-1] = 1
        
        
s = ''
for j in range(0,n):
    s =s+str(D[j]+1)+' '
print(s)",1213,308,62,2017-05-23 06:03:43,22,12,1,8,0
18783,27355009,"n=input()
a=list(input().split())
k=n+1
for i in range(0,n*n,k):
  print a[i],",5418,24,31,2017-05-26 14:49:15,9,14,5,13,0
18787,27355123,"n=input()
a=list(input().split())
a.sort(reverse=True)
for i in range(n):
  print a[i],",5418,8,31,2017-05-26 14:57:40,9,14,5,13,0
19466,28386933,"n = int(input())
#n, m = map(int, input().split())
#s = input()
c = list(map(int, input().split()))
if n == 1:
    print(0)
else:
    
    l = -1
    s = 0
    p = -1
    i = 1
    while s != n:
        if i + 1 == n or i == 0:
            p *= -1
            l += 1
        i += p    
        if c[i] != -1 and s >= c[i] :
            s += 1
            c[i] = -1
    print(l)",153,5416,46,2017-07-09 15:03:30,21,13,5,8,0
19467,28387045,"n = int(input())
#n, m = map(int, input().split())
#s = input()
c = list(map(int, input().split()))
l = 0
s = 0
p = 1
i = 0
while s != n:
    if c[i] != -1 and s >= c[i] :
        s += 1
        c[i] = -1
    i += p
    if (i == n or i == -1) and s != n:
        p *= -1
        l += 1
        i += 2 * p     
print(l)",153,5444,530,2017-07-09 15:11:41,18,13,1,8,0
19904,24889884,"#include <iostream>
#include<math.h>
using namespace std;


int main() {
	// your code goes here
	int n,t;
	int f=0;
	cin>>n>>t;
	long long int m=pow(10,(n-1));
	long long int M=pow(10,n);
	for (long long int i=m;i<M;i++)
	    {cout<<i;
	        if (i%t==0)
	       {cout<<i;
	       f=1;
	        break;
	       }
	    }
	 if (f==0)
	 cout<<-1;
	return 0;
}",475,0,0,2017-02-22 13:19:11,47,17,4,13,0
19967,24950529,"# Description of the problem can be found at http://codeforces.com/problemset/problem/584/A

def get_num_digits(num):
    digit_count = 0
    
    while num != 0:
        num = num // 10
        digit_count += 1
        
    return digit_count


def main():
    n, t = map(int, input().split())
    
    cur_number = t
    
    while get_num_digits(cur_number) < n:
        cur_number *= t
        
    print(cur_number if get_num_digits(cur_number) == n else 0)
    
    
if __name__ == ""__main__"":
    main()",541,4536,61,2017-02-24 02:39:47,49,17,2,8,0
19968,24950536,"# Description of the problem can be found at http://codeforces.com/problemset/problem/584/A

def get_num_digits(num):
    digit_count = 0
    
    while num != 0:
        num = num // 10
        digit_count += 1
        
    return digit_count


def main():
    n, t = map(int, input().split())
    
    cur_number = t
    
    while get_num_digits(cur_number) < n:
        cur_number *= t
        
    print(cur_number if get_num_digits(cur_number) == n else -1)
    
    
if __name__ == ""__main__"":
    main()",541,4544,62,2017-02-24 02:40:20,49,17,1,8,0
20022,25027017,"'''input
3 2
'''
n, t = map(int, input().split())
print((10**(n-1)//t + 1)*t)",531,4492,46,2017-02-26 06:03:21,5,17,2,8,0
20023,25027038,"'''input
1 10
'''
n, t = map(int, input().split())
if n == 1 and t >= 10:
	print(-1)
else:
	print((10**(n-1)//t + 1)*t)",531,4524,61,2017-02-26 06:04:59,8,17,1,8,0
20027,25029120,"n, s = raw_input().split()
if s == '10':
	if n == '1':
		print -1
	else:
		print 10 ** int(n)
else:
	print s * int(n)",5533,4524,46,2017-02-26 09:06:00,15,17,2,13,0
20028,25029137,"n, s = raw_input().split()
if s == '10':
	if n == '1':
		print -1
	else:
		print 10 ** (int(n) - 1)
else:
	print s * int(n)",5533,4536,62,2017-02-26 09:07:20,15,17,1,13,0
20037,25064447,"n, t = map(int, raw_input().split())

res = 1
if n == 1:
	print t if t < 10 else -1
else:
	while res * t < 10**n:
		res *= t
	print res, len(str(res))",5535,4484,46,2017-02-26 23:32:03,17,17,2,13,0
20038,25064458,"n, t = map(int, raw_input().split())

res = 1
if n == 1:
	print t if t < 10 else -1
else:
	while res * t < 10**n:
		res *= t
	print res",5535,4536,61,2017-02-26 23:32:30,17,17,1,13,0
20043,25065020,"n = int(raw_input())

print ((3**3)**n - 7**n) % (10**7 + 7)",5535,4524,46,2017-02-27 00:13:02,5,18,2,13,0
20044,25065025,"n = int(raw_input())

print ((3**3)**n - 7**n) % (10**9 + 7)",5535,5012,93,2017-02-27 00:13:24,5,18,1,13,0
20064,25101135,"a,b=map(int,raw_input().strip().split())
t=str(b)
k=len(t)
if k<=a:
    print t+""0""*(a-k)
else:
    print -1",475,4536,62,2017-02-28 16:01:22,13,17,1,13,0
20094,25107717,"n,t=map(int,input().split())
k=-1
for i in range (10**(n-1),10**n):
    if i%t==0
        k=i
        break
print(k)",5542,0,0,2017-02-28 21:18:33,13,17,4,8,0
20095,25107767,"n,t=map(int,input().split())
k=-1
for i in range (10**(n-1),10**n):
    if i%t==0:
        k=i
        break
print(k)",5542,4532,62,2017-02-28 21:21:13,13,17,1,8,0
20366,25229521,"n, t = [int(x) for x in input().split()]
m = 10**(n-1) if n>1 else 0
for x in range(m, m+15):
    if x % t == 0:
        print(x)
        breakn, t = [int(x) for x in input().split()]

if n == 1:
    print(-1 if t == 10 else t)
else:
    m = 10**(n-1)
    for x in range(m, m+15):
        if x % t == 0:
            print(x)
            break",5562,4484,62,2017-03-05 02:49:08,29,17,5,8,0
20367,25229523,"n, t = [int(x) for x in input().split()]

if n == 1:
    print(-1 if t == 10 else t)
else:
    m = 10**(n-1)
    for x in range(m, m+15):
        if x % t == 0:
            print(x)
            break",5562,4540,62,2017-03-05 02:49:22,19,17,1,8,0
20583,25386470,"input=raw_input()
input=input.split()
n=int(input[0])
t=int(input[1])
i=1
s=1
while i<n:
    s=s*10
    i=i+1
i=0
while i<=t:
    s=s+1
    if s%t == 0:
        print s
        quit()
    i=i+1
print '-1'",5589,4520,46,2017-03-10 21:26:49,33,17,2,13,0
20584,25386535,"input=raw_input()
input=input.split()
n=int(input[0])
t=int(input[1])
if n==1 and t>=10:
    print'-1'
    quit()
i=1
s=1

while i<n:
    s=s*10
    i=i+1
i=0
while i<=t:
    s=s+1
    if s%t == 0:
        print s
        quit()
    i=i+1
print '-1'",5589,4536,61,2017-03-10 21:29:19,41,17,1,13,0
20654,25453869,"n,t = map(int,input().split())
k2 = 10**n-1
k1 = 10**(n-1)
x = k1

while x<=k2:
    if x % t == 0:
        break
    x = x + t
if x>k2:
    print(-1)
else:
    print(x)",5596,4508,46,2017-03-13 15:44:00,25,17,2,8,0
20661,25460930,"n, t = map(int,input().split())
if t==10 and n==1:
    print(-1)
elif t==10 and n>1:
    print(10**(n-1))
else:
    while n>0:
        print(t,end='')
        n-=1",5596,4516,62,2017-03-13 22:30:04,17,17,1,8,0
21194,25704541,"temp = map(int,raw_input().split("" ""))
n = temp[0]
t = temp[1]
found = False
for i in range(10**(n-1),10**n):
	if i%t == 0 :
		found = True
		break
if found :
	print i
else:
	print -1",780,6060,46,2017-03-22 09:19:08,12,17,5,13,0
21195,25704604,"temp = map(int,raw_input().split("" ""))
n = temp[0]
t = temp[1]
found = False
i = 10**(n-1)
while i < 10**(n):
	if i % t == 0 :
		found = True
		break
	i+=1
if found :
	print i
else:
	print -1",780,4556,62,2017-03-22 09:24:05,14,17,1,13,0
21313,25864855,"L = input()
L = L.split()
n = int(L[0])
t = int(L[1])
A = 10**(n)-1
if A>t:
    Base = 10**(n-1)
    N = Base
    while (N%t)!=0:
        N += 1
    print(N)
else:
    print(-1)",1092,4496,62,2017-03-28 07:23:55,25,17,2,8,0
21314,25865029,"L = input()
L = L.split()
n = int(L[0])
t = int(L[1])
A =len(str(t))
if n>=A:
    Base = 10**(n-1)
    N = Base
    while (N%t)!=0:
        N += 1
    print(N)
else:
    print(-1)",1092,4512,62,2017-03-28 07:39:01,25,17,1,8,0
21412,26100270,"n ,t = map(int,input().split())
p = int(""1""*n)
for i in range(t):
    if p%t==0:
        print(p)
        break
    p += 1",902,5412,61,2017-04-03 16:14:04,13,17,2,8,0
21413,26100292,"n ,t = map(int,input().split())
p = int(""1""*n)
for i in range(t):
    if len(str(p))>n:
        print(-1)
        break
    if p%t==0:
        print(p)
        break
    p += 1",902,5416,62,2017-04-03 16:15:03,19,17,1,8,0
21446,26113257,"n, t = map(int, raw_input().split())
if t == 10:
    print 10**(t-1)
else:
    print str(t)*n",908,4552,46,2017-04-04 08:11:35,9,17,2,13,0
21447,26113296,"n, t = map(int, raw_input().split())
if t == 10:
    if n == 1:
        print -1
    else:
        print 10**(n-1)
else:
    print str(t)*n",908,4564,46,2017-04-04 08:13:55,15,17,1,13,0
21463,26136367,"n=int(input())
p=9**n*3**n
print(p-7**n)",4061,5392,62,2017-04-05 09:04:10,5,18,2,8,0
21464,26136389,"n=int(input())
p=9**n*3**n
print((p-7**n)%1000000007)",4061,5604,155,2017-04-05 09:05:55,5,18,1,8,0
21603,26257076,"x, y=map(int,input().split())
if  y<=x:
    i=0
    while len(str(y*10**i))!=x:
        i+=1
    print(y*10**i)
else:
    print(-1)",991,5416,62,2017-04-10 18:44:56,15,17,2,8,0
21604,26257120,"x, y=map(int,input().split())
if  len(str(y))<=x:
    i=0
    while len(str(y*10**i))!=x:
        i+=1
    print(y*10**i)
else:
    print(-1)",991,5432,62,2017-04-10 18:47:00,15,17,1,8,0
21615,26286616,"a = raw_input().split("" "")
n = int(a[0])
t = a[1]
if t != '10':
    print t*n
else:
    if n == 1:
        print -1
    else:
        print '1'*(n-1) + '0'",60,4556,62,2017-04-11 03:31:37,10,17,1,13,0
